type,x,y
Traditional French restaurant,260344.0063131363,6255086.718267561
Indian / Middle Eastern restaurant,260656.8140822673,6255100.091624224
Traditional French restaurant,260467.34830893576,6255200.138544842
Traditional French restaurant,260528.79666785302,6255131.578344842
European restuarant,259466.25212823047,6250010.093119916
Traditional French restaurant,260136.84074076946,6250164.895521766
European restuarant,260683.5307600557,6255011.726291833
Other world restaurant,260539.48333896894,6255328.288358071
Traditional French restaurant,260446.75420313972,6255398.543041922
Asian restaurant,260295.35969565992,6255465.92037074
Traditional French restaurant,260638.0010883225,6256103.6614961885
Asian restaurant,260755.10919263554,6256161.563388017
Asian restaurant,260839.48936665908,6256153.77539121
Traditional French restaurant,260862.64382074217,6256040.511638778
Traditional French restaurant,260635.10678156174,6255263.789992967
European restuarant,260718.70771914665,6255243.983507022
African restaurant,260536.58903220823,6256813.240939002
Asian restaurant,261147.28775870157,6256061.505104784
European restuarant,261087.39787265306,6256309.198074068
Traditional French restaurant,263870.9417399409,6251715.105763399
Traditional French restaurant,266808.99706044607,6248931.799471107
Traditional French restaurant,260450.31642684503,6255252.955670129
European restuarant,260519.44583062624,6255310.343881697
Traditional French restaurant,260619.41073336016,6255253.294242504
Traditional French restaurant,260614.84663423657,6255264.974997864
Traditional French restaurant,260520.67034502697,6255594.582086297
Traditional French restaurant,260548.05493975992,6255637.582621935
Traditional French restaurant,260586.57148357658,6255725.446600238
Traditional French restaurant,260660.3763059726,6256097.566583243
Traditional French restaurant,260752.77148333096,6256093.503310386
Traditional French restaurant,260722.15862336074,6255127.007684584
Traditional French restaurant,260722.15862336074,6255127.007684584
European restuarant,260066.04154462542,6256766.509468193
African restaurant,260363.9325019878,6256443.459834829
Central and South American restuarant,260442.8580209607,6256382.169838761
Asian restaurant,260393.09820857763,6256417.3861358585
Traditional French restaurant,260338.66297757978,6256425.851613732
Traditional French restaurant,259967.30115629226,6256483.247777
Traditional French restaurant,259489.29526282515,6256401.3017512215
Indian / Middle Eastern restaurant,259448.32969021553,6256604.136544356
Traditional French restaurant,259404.24717185987,6251004.769014987
Asian restaurant,257518.38367833217,6248275.822890222
Traditional French restaurant,257666.77255956002,6247926.5420059
Traditional French restaurant,256164.40471181332,6247654.231306854
Traditional French restaurant,257423.9847501373,6248179.578923466
Other world restaurant,260715.92473187717,6249102.99099056
Indian / Middle Eastern restaurant,262907.91682508733,6255056.58597175
Central and South American restuarant,264246.1997434046,6249994.020901519
Asian restaurant,260188.6043039891,6252143.400946027
Indian / Middle Eastern restaurant,267077.6109917302,6252363.056582355
European restuarant,264495.22144430806,6246347.092666529
Traditional French restaurant,260992.33102751643,6255688.878822181
Traditional French restaurant,261034.1871560559,6256063.536733289
Asian restaurant,261158.19706879996,6256006.820620695
African restaurant,261141.94442314218,6256002.588090212
Traditional French restaurant,261186.24958047748,6256065.399059851
Central and South American restuarant,260918.63752461164,6256261.79216029
Asian restaurant,260742.30745119468,6256249.432804968
Traditional French restaurant,260692.10236084668,6256280.415880469
Traditional French restaurant,260930.43739063706,6256504.242341011
Traditional French restaurant,261278.19947987373,6256407.904810687
Asian restaurant,264487.2064409704,6246092.926750238
European restuarant,264501.6779747741,6246233.452671752
Traditional French restaurant,260786.2786500591,6250536.263638302
Traditional French restaurant,259578.79613342276,6252470.178847801
Traditional French restaurant,260083.9639826432,6256154.452608037
Maghrebian restaurant,260037.6550744742,6256118.221583762
Traditional French restaurant,260010.82707719173,6255639.275560876
Indian / Middle Eastern restaurant,259259.42051433734,6256804.436439265
European restuarant,259531.4853498355,6257483.425701109
Indian / Middle Eastern restaurant,256809.61248045025,6248219.666347927
Asian restaurant,256934.62426861253,6248449.369256339
European restuarant,257082.67919136668,6248424.673357639
European restuarant,256246.89245449155,6248544.093919019
Traditional French restaurant,258149.1199131654,6248549.16848441
Traditional French restaurant,256088.15086061865,6249550.270537807
Traditional French restaurant,256018.35353989288,6249478.372648323
Traditional French restaurant,255907.36800757216,6249362.660620584
Traditional French restaurant,256174.5347854759,6249233.586057043
European restuarant,259711.60028594025,6252383.533245558
Traditional French restaurant,259941.92031239017,6255822.28425699
Traditional French restaurant,251086.56613927684,6247702.773007771
European restuarant,255622.61275012154,6254470.381801916
European restuarant,260689.65333205086,6255210.972800089
Indian / Middle Eastern restaurant,260954.37108115596,6255115.834969892
European restuarant,260968.6199759772,6255191.505007619
Maghrebian restaurant,261319.49901095705,6255630.980163289
Asian restaurant,260177.5836744023,6253964.955058863
European restuarant,261762.4392648244,6250968.221618072
European restuarant,257536.52875532958,6251107.982422718
African restaurant,261783.9239265475,6256361.344885854
African restaurant,263504.14401777694,6255731.202653768
Asian restaurant,265167.4798492099,6253381.872938931
Asian restaurant,265091.6712759802,6253352.762198969
Traditional French restaurant,260344.11763262755,6257146.972094637
African restaurant,258313.7614400482,6256335.948671158
African restaurant,258729.42841867098,6256435.502268835
Asian restaurant,255287.65240232574,6249618.108870745
Traditional French restaurant,255490.03123658654,6250035.808732784
Maghrebian restaurant,254935.4375334539,6249339.99207517
Maghrebian restaurant,254929.0923224791,6249482.09440645
European restuarant,255082.49058079263,6249367.3973392295
Maghrebian restaurant,255635.4144915624,6249332.54868543
Asian restaurant,255880.7626492722,6249209.05703736
Asian restaurant,255964.0296283834,6249176.746506039
Asian restaurant,256006.21971539658,6248899.659156561
Asian restaurant,255995.86700275153,6249028.051984641
Traditional French restaurant,262895.3377226289,6252270.319917677
Traditional French restaurant,262484.12352363847,6250770.090095603
Traditional French restaurant,261779.9164248801,6248141.690561637
Asian restaurant,263964.3387927147,6245493.477124202
European restuarant,263896.9905007847,6245614.716405877
Asian restaurant,262941.5353113067,6245222.09004066
Asian restaurant,262842.4609644998,6245296.657214431
Asian restaurant,262828.5460281523,6245322.020348259
Asian restaurant,262990.51588725677,6245250.665592062
Asian restaurant,263920.0336353794,6244539.687157676
Asian restaurant,263361.2097915969,6244957.136706345
Asian restaurant,263361.2097915969,6244957.136706345
Asian restaurant,263290.29927596165,6245522.560866255
Asian restaurant,263290.29927596165,6245522.560866255
Asian restaurant,263063.31883423455,6244763.541709741
Asian restaurant,263057.4189012218,6244775.038930987
Traditional French restaurant,255385.05695676978,6252083.665075039
Traditional French restaurant,255194.03271056665,6253097.539763976
Asian restaurant,264730.2168893728,6256450.062927183
Asian restaurant,258938.82038085398,6256334.255592885
Asian restaurant,258875.92486855635,6255851.911383762
Traditional French restaurant,259183.83458009007,6255560.723550517
Asian restaurant,259155.44810993603,6256416.539588537
Maghrebian restaurant,258592.83940346856,6256858.110166423
Traditional French restaurant,256094.6073910847,6247528.903671739
Indian / Middle Eastern restaurant,257132.32768426134,6246667.389782372
Traditional French restaurant,260621.5258036851,6250291.6156593915
Traditional French restaurant,255846.14228763455,6253071.4763673125
Maghrebian restaurant,264082.3374529576,6253613.746941137
Other world restaurant,266681.6475629792,6249581.736629664
Asian restaurant,262921.1638444931,6246672.632338521
European restuarant,264051.7245929874,6245705.012897581
Caribbean restaurant,264239.74321293854,6246276.574811752
European restuarant,264222.82265033905,6246180.015343941
Maghrebian restaurant,263919.1430794524,6246503.01192532
Asian restaurant,263101.9466975396,6246579.450614423
European restuarant,266154.9950520357,6247384.804552693
Traditional French restaurant,258333.46498992003,6252745.859913652
Indian / Middle Eastern restaurant,262801.6067113786,6254994.628891483
Asian restaurant,262623.71816509287,6244751.199121947
Traditional French restaurant,258585.1583586018,6247687.550841659
Traditional French restaurant,254256.72259808885,6254221.727031593
European restuarant,257839.54040926887,6256095.53494657
European restuarant,258867.9098652187,6256671.184840283
Asian restaurant,258377.32486929322,6256511.353414818
Maghrebian restaurant,258204.3343805991,6256410.275140983
Asian restaurant,256164.40471181332,6247654.231306854
Asian restaurant,256164.40471181332,6247654.231306854
Traditional French restaurant,258266.45065646092,6248435.837248134
Maghrebian restaurant,258271.7939920203,6248415.877575491
Traditional French restaurant,258119.84288708714,6248536.820380588
European restuarant,258363.1872939604,6248267.5347024305
Asian restaurant,257195.3345160502,6248147.103174385
European restuarant,255655.22936092547,6248384.246665167
Asian restaurant,256270.60350602798,6248712.063648496
Asian restaurant,256615.47128850673,6248876.484373844
Traditional French restaurant,256903.5661306802,6248825.736895896
Traditional French restaurant,258260.88468192192,6248024.474515306
European restuarant,256451.1637200948,6252941.668307247
Central and South American restuarant,258956.63149938054,6256037.802808245
Traditional French restaurant,262497.37054304144,6250804.775467238
European restuarant,262536.8889622735,6250545.569198858
Asian restaurant,262627.94830574276,6250502.4253224535
Traditional French restaurant,255724.6927231804,6248597.207854064
Indian / Middle Eastern restaurant,255667.80846338387,6248528.701089256
Asian restaurant,254096.1998923647,6249260.821810396
Traditional French restaurant,254096.1998923647,6249260.821810396
Traditional French restaurant,262256.0298870019,6251054.175931905
Traditional French restaurant,262160.51776390034,6251087.33964054
Asian restaurant,261796.39170951748,6249016.379828946
Indian / Middle Eastern restaurant,261805.0746297997,6248921.311565585
Traditional French restaurant,261443.73156268353,6248962.924944582
Traditional French restaurant,261574.75460334696,6248064.222920708
Traditional French restaurant,257750.2621776537,6251138.439078462
European restuarant,258275.13357674313,6250303.797134324
Traditional French restaurant,258811.47088338714,6253688.726535503
Traditional French restaurant,256373.90799348473,6252320.0726735545
Traditional French restaurant,255922.50745831762,6249378.731641026
Asian restaurant,255673.26311843164,6249493.428861724
Asian restaurant,255537.45333966502,6250016.014471221
Traditional French restaurant,255464.53907319604,6250197.886563301
Traditional French restaurant,255486.6916518637,6250246.612028934
Traditional French restaurant,255023.93652863608,6249904.35540067
Maghrebian restaurant,254616.1732338597,6249915.013702947
Asian restaurant,254802.4107419568,6249418.993910324
Asian restaurant,255082.49058079263,6249367.3973392295
Asian restaurant,255616.82413660007,6249340.837915331
Asian restaurant,256164.40471181332,6247654.231306854
Traditional French restaurant,261193.15138890845,6254667.07645295
Central and South American restuarant,263532.5304879282,6250288.908667345
Indian / Middle Eastern restaurant,261846.93075833636,6252301.288435457
Maghrebian restaurant,262130.35018189784,6252589.487231432
Traditional French restaurant,262468.0935169632,6252402.825353709
Traditional French restaurant,254837.699020539,6247859.055495093
Asian restaurant,253627.5448361244,6247360.957399649
Asian restaurant,253587.469819439,6247386.495842694
European restuarant,254415.3528724677,6247794.78312747
European restuarant,260498.8517248302,6254418.077366947
Asian restaurant,259425.28655562084,6253610.3618735345
European restuarant,259262.20350160685,6257476.821802601
Traditional French restaurant,255682.05735820511,6249049.197235198
Indian / Middle Eastern restaurant,255856.04972231467,6249178.09982425
Traditional French restaurant,255995.86700275153,6249028.051984641
Traditional French restaurant,265799.2179594614,6253923.655613548
Traditional French restaurant,265795.0991383028,6255221.637783636
European restuarant,265833.50436262536,6255220.791355881
Traditional French restaurant,265575.91106093087,6253803.482143986
Traditional French restaurant,260614.9579537278,6254771.350169507
European restuarant,260651.58206619916,6254710.580103889
Indian / Middle Eastern restaurant,261125.4691385048,6254936.90426023
European restuarant,262958.7898323799,6253374.42599593
European restuarant,262585.64689924114,6253577.865293402
Asian restaurant,262537.0002817647,6253551.631166055
Central and South American restuarant,262523.41930388805,6252342.41074066
Central and South American restuarant,262523.41930388805,6252342.41074066
European restuarant,262390.1698734085,6250337.634656614
Traditional French restaurant,262457.6294848297,6250353.199962263
Asian restaurant,262755.0751642271,6249904.35540067
Asian restaurant,262749.17523121723,6249911.968472357
European restuarant,263065.0999460886,6250296.014523319
European restuarant,262602.344822861,6250461.4811410345
European restuarant,262344.7515211637,6250570.102089338
Asian restaurant,262132.68789120243,6250693.105997783
European restuarant,254308.82011977932,6248530.900063224
European restuarant,253555.40980609122,6247939.058360236
Traditional French restaurant,253502.86700643582,6247287.555945588
Asian restaurant,253735.63606168434,6248802.5623154165
Asian restaurant,254146.071024239,6248847.050799604
Asian restaurant,253715.93251181536,6248837.070472936
Asian restaurant,253520.23284700024,6249532.169129327
European restuarant,253374.1816750798,6249363.337294515
Traditional French restaurant,252897.7342544843,6248650.322122138
Indian / Middle Eastern restaurant,265062.39424990193,6254846.3400160605
Asian restaurant,265058.6093872142,6254972.791667981
Asian restaurant,263953.87476058124,6254308.391445831
Maghrebian restaurant,264014.2099245918,6254200.399596917
Traditional French restaurant,264265.3466958203,6253745.257865078
Traditional French restaurant,263385.3661211011,6254790.478441978
European restuarant,263842.88922826055,6253836.8258793615
Traditional French restaurant,264129.87087552453,6253625.425434753
Traditional French restaurant,263192.4494435555,6251139.623506177
Other world restaurant,262806.28212999343,6251385.48044452
Traditional French restaurant,252350.48763774475,6247697.360678913
European restuarant,251946.6205251474,6247664.041105521
Asian restaurant,251331.91429698662,6247598.248018057
Asian restaurant,254892.46821000776,6249068.650912328
Asian restaurant,254892.46821000776,6249068.650912328
Asian restaurant,254130.48629552865,6250919.492000848
Maghrebian restaurant,254319.7294298777,6254292.818868519
Central and South American restuarant,258876.81542448056,6255998.524862943
Asian restaurant,264943.505033732,6253331.267705204
European restuarant,265149.891369663,6253397.613090019
Asian restaurant,264688.9173582895,6253247.828966889
Other world restaurant,266051.24528661685,6253473.7755247215
Traditional French restaurant,264081.33557753934,6253618.993798595
Asian restaurant,264339.7081156696,6253376.964725763
Asian restaurant,264398.70744579105,6253409.460534866
Asian restaurant,263606.7805882863,6253117.34122935
Traditional French restaurant,262099.2920439655,6251300.030389686
European restuarant,261960.92191690902,6251754.363843232
European restuarant,262071.90744922974,6251902.090921065
Traditional French restaurant,261748.30168949443,6251547.076469507
Asian restaurant,262043.1870206048,6251550.968348973
Other world restaurant,261666.3705442695,6251371.9437446995
European restuarant,255141.7125498937,6249020.101384086
African restaurant,261834.68561434883,6256621.914449868
Traditional French restaurant,255151.3973455942,6254031.136147433
Indian / Middle Eastern restaurant,258916.7791216776,6255311.35960576
Maghrebian restaurant,262000.10637766743,6255239.412786077
African restaurant,261170.55353227587,6256510.16823544
African restaurant,259062.49633512434,6255382.122015414
African restaurant,266099.78058460203,6253378.31871532
Traditional French restaurant,265637.9160173015,6252598.118115873
Traditional French restaurant,265605.7446844625,6252644.995818342
Asian restaurant,267370.71521098935,6253820.746396673
European restuarant,267347.89471537713,6252817.9547851635
Traditional French restaurant,267697.103957997,6253348.530995096
Caribbean restaurant,265240.0601572052,6253180.977021357
Traditional French restaurant,264759.1599569802,6253096.185819316
European restuarant,263461.5086528017,6253166.0834952565
Traditional French restaurant,263229.63015348016,6253310.45025538
Indian / Middle Eastern restaurant,262927.8430139388,6252922.374971437
Traditional French restaurant,254425.70558511274,6249034.480135225
Asian restaurant,254436.1696172462,6249052.749642467
Traditional French restaurant,262863.61166775203,6251662.987559281
Traditional French restaurant,263112.29941018467,6251559.0905379625
Traditional French restaurant,263196.90222318785,6251696.322867154
Asian restaurant,262972.70476873027,6251798.021749186
Asian restaurant,262884.7623710014,6252090.0955451615
Maghrebian restaurant,263080.01675785444,6252339.703093027
African restaurant,261228.2170285082,6257233.497134744
European restuarant,261587.22238631695,6256889.434107682
African restaurant,261637.53879615336,6256631.057387245
Traditional French restaurant,259240.71883988378,6248103.4640826015
Traditional French restaurant,258904.20001921637,6248127.313325831
European restuarant,258917.89231658424,6248263.644331363
Central and South American restuarant,258877.92861939006,6248115.811554755
Traditional French restaurant,258860.56277882564,6248093.1463456955
Asian restaurant,258548.64556562167,6247868.358115011
Maghrebian restaurant,258570.90946378055,6247849.414608864
Asian restaurant,258584.7130806397,6247579.6433816245
European restuarant,258496.1027659691,6247500.658698237
Indian / Middle Eastern restaurant,258676.66298003594,6247640.531434622
Asian restaurant,258671.20832498535,6247123.673427271
Other world restaurant,259008.84034056225,6246923.602369517
Traditional French restaurant,258137.32004714283,6250666.711611051
European restuarant,262137.36330981724,6254227.820594228
Indian / Middle Eastern restaurant,260497.2932519586,6249896.742335825
Traditional French restaurant,265617.5445504879,6252523.8251045095
Traditional French restaurant,265617.98982845,6252589.994930276
Traditional French restaurant,255324.49915377673,6250005.525223163
Other world restaurant,261816.8744958223,6256567.903595372
Asian restaurant,254395.7606420899,6249462.639779775
Asian restaurant,255749.0716916642,6248644.909187858
Asian restaurant,255628.51268313426,6248573.357287896
European restuarant,254553.8343190154,6249275.20097016
Traditional French restaurant,255044.4193149409,6248008.913488244
European restuarant,254230.56251775095,6247251.193709665
European restuarant,254207.5193831563,6247253.054099336
Asian restaurant,254080.72648314276,6247188.1098287385
European restuarant,253939.46204932834,6247436.558179586
European restuarant,253637.22963182488,6247282.989516693
Asian restaurant,262983.5027593374,6252382.687101471
Traditional French restaurant,262995.1913058688,6252415.856013036
European restuarant,262240.33383880026,6252631.287871275
European restuarant,259081.9772460137,6246885.2122672545
Traditional French restaurant,259061.82841817976,6246896.205010042
Traditional French restaurant,258661.9688072498,6248059.994358073
Traditional French restaurant,258777.40711920284,6248039.697286828
Asian restaurant,255157.9651955515,6247966.628232993
Indian / Middle Eastern restaurant,256348.97242754756,6247993.85991318
Maghrebian restaurant,256308.45213290004,6248010.943185809
Traditional French restaurant,267034.19639032194,6250053.065306254
European restuarant,255114.66191363163,6254131.170437116
Asian restaurant,254758.21690411275,6253990.174901178
Traditional French restaurant,254346.11214919525,6254158.929738834
Asian restaurant,254557.73050119443,6254103.411226407
European restuarant,254612.05441270105,6254189.058840037
Asian restaurant,254426.15086307484,6254186.858396432
Traditional French restaurant,254751.0924567021,6254489.170852588
Asian restaurant,254437.50545113534,6254556.202400111
Traditional French restaurant,254410.00953691115,6254632.544531185
Asian restaurant,254167.55568596208,6248240.302142491
Indian / Middle Eastern restaurant,254183.36305365493,6247727.80507374
European restuarant,254705.56278496608,6248698.192910232
Traditional French restaurant,254694.2081969056,6248685.1679693675
Asian restaurant,254288.89393092785,6248543.417310527
Traditional French restaurant,254316.72380362573,6248676.033607201
European restuarant,253591.92259907132,6248227.108759845
Traditional French restaurant,253340.8971473313,6248264.490064056
Asian restaurant,253516.1140258416,6248242.839333824
Traditional French restaurant,262715.3341060154,6252368.810350482
African restaurant,262562.7150841377,6252381.333271104
Asian restaurant,262810.1783121724,6252229.874865541
Asian restaurant,262366.6814608517,6251965.8868018035
Asian restaurant,262237.43953203957,6251935.088730409
Traditional French restaurant,262675.3704088212,6251603.255076941
Traditional French restaurant,262115.32205064083,6251232.5169956675
Traditional French restaurant,262092.72419400825,6251232.5169956675
European restuarant,262089.3846092854,6251137.423854836
Asian restaurant,255960.91268264301,6247195.043958892
Asian restaurant,256663.67262802104,6247704.464361252
European restuarant,256650.42560861525,6247397.996623643
European restuarant,263877.73222887784,6251814.605043759
European restuarant,264225.16035964363,6249084.721374958
European restuarant,254872.3193821738,6255295.446609453
European restuarant,254789.72032000718,6254822.641121435
Other world restaurant,255580.97926056452,6251703.599119313
Traditional French restaurant,255995.3104052982,6251846.24876739
European restuarant,255890.78140344354,6252288.2579524275
European restuarant,255767.21676866163,6252384.210160892
Asian restaurant,255787.4769159868,6252294.857804962
Asian restaurant,255840.9102715664,6252574.594745633
Asian restaurant,255705.6570902531,6252696.7815964045
European restuarant,255522.31388891677,6253828.701505342
Traditional French restaurant,255495.48589163716,6253894.035233785
Asian restaurant,255475.67102227407,6254051.616844873
Traditional French restaurant,255751.63203995125,6254101.887857723
Indian / Middle Eastern restaurant,255372.14389583768,6248368.008382746
Asian restaurant,255869.29674172046,6249761.90763228
European restuarant,260489.5008876034,6256580.094102952
Traditional French restaurant,262157.6234571396,6251104.429153347
Traditional French restaurant,262280.29753599444,6251167.711411928
Asian restaurant,262115.76732860293,6250929.474781537
European restuarant,262043.07570111356,6251064.158871355
European restuarant,262280.8541334478,6250833.369856044
Traditional French restaurant,262491.91588799364,6250767.5521471575
Asian restaurant,262405.9772411013,6250639.809724593
Other world restaurant,260851.7345106438,6251429.813287908
Indian / Middle Eastern restaurant,255373.25709074436,6246518.231963296
Indian / Middle Eastern restaurant,258295.8390020304,6248519.228592533
Asian restaurant,259165.80082258108,6257040.975892806
Asian restaurant,259412.48481418,6257227.0627569
Asian restaurant,260563.41702949067,6257058.585393501
Traditional French restaurant,262447.94468912925,6250646.239098494
European restuarant,259101.90343486518,6253838.349200355
Traditional French restaurant,255442.16385554592,6254089.193129338
Asian restaurant,255396.63418381274,6253978.326643755
Asian restaurant,255293.21837686477,6254078.191046801
Asian restaurant,254956.81087568574,6253896.404860353
European restuarant,255547.58341332764,6254569.067101244
European restuarant,255033.5100048425,6255265.821430041
Central and South American restuarant,255251.25092883402,6255168.651569234
Asian restaurant,255421.45843025864,6254913.374391487
European restuarant,255171.65749291936,6254801.8200044725
Indian / Middle Eastern restaurant,261225.21140225622,6256386.063941334
European restuarant,260938.22975499227,6256642.570729837
Traditional French restaurant,260788.17108140158,6256596.348140362
Asian restaurant,260803.31053214983,6256697.936581324
Traditional French restaurant,261368.70222588963,6255807.893975688
Traditional French restaurant,260754.32995619974,6251448.764803215
Central and South American restuarant,260759.6732917591,6251471.608203926
Asian restaurant,260477.3670631071,6251520.171786477
Traditional French restaurant,260522.67409586068,6251862.662937988
European restuarant,260537.70222711773,6251925.104764272
Asian restaurant,261615.83149545063,6251537.600596551
European restuarant,261586.3318303899,6251673.817289581
Asian restaurant,261511.41381308722,6251613.915517408
Indian / Middle Eastern restaurant,260373.28333921457,6257262.621221956
Traditional French restaurant,259741.87918743677,6256824.077258931
Traditional French restaurant,260500.29887821057,6256960.209709895
Indian / Middle Eastern restaurant,260222.33410969967,6256785.642249325
African restaurant,259995.68762644348,6256500.348184078
Asian restaurant,259878.57952213043,6256407.396882855
European restuarant,259578.35085546068,6256037.802808245
Traditional French restaurant,271782.86322858126,6247812.373411198
Traditional French restaurant,273558.0751482619,6246651.154790359
Asian restaurant,254849.61020605284,6254514.900070697
Traditional French restaurant,255262.04891944118,6254603.260217707
Other world restaurant,255522.31388891677,6254614.262982568
African restaurant,265765.59947324207,6255622.854067417
European restuarant,266458.56330343115,6255567.156661894
European restuarant,266333.88547374256,6255768.61709709
European restuarant,266344.7947838381,6255961.617304557
European restuarant,267469.12164085166,6253889.803759421
European restuarant,267721.5942459692,6253979.849990206
African restaurant,261617.16732933978,6255563.60152079
European restuarant,261212.40966081535,6256066.245572058
African restaurant,261181.79680084795,6256146.833921832
Maghrebian restaurant,262122.22385906897,6255295.277322418
Maghrebian restaurant,261834.9082533313,6255686.170104162
European restuarant,261767.7826003838,6255670.764286921
European restuarant,260236.80564350338,6252214.136884907
Traditional French restaurant,260256.06391541028,6252230.8902201345
Traditional French restaurant,260061.143487031,6251850.47922069
Traditional French restaurant,260109.01086807158,6251988.393155576
Asian restaurant,260031.08722451693,6251981.624321083
Asian restaurant,259799.76532264875,6251934.750290685
Asian restaurant,259956.72580466757,6252138.493450652
Asian restaurant,259964.18421054905,6252160.831038783
Traditional French restaurant,260048.34174559012,6252030.190828415
Asian restaurant,260148.86324577738,6252268.796878742
Asian restaurant,260113.6862866864,6252282.165785419
Asian restaurant,259966.41060036523,6252213.798434035
Asian restaurant,261196.93625159623,6251882.630734802
European restuarant,259696.90611315693,6255948.242586884
Traditional French restaurant,260159.5499168933,6255766.5855393605
Asian restaurant,258740.8943262227,6256826.2783881165
European restuarant,263719.76987144357,6247816.263575029
Traditional French restaurant,260188.9382624628,6255412.763338032
European restuarant,266334.887349158,6255338.614913608
Traditional French restaurant,266178.14950612164,6254381.684504122
Asian restaurant,264289.6143448129,6256404.518625705
Indian / Middle Eastern restaurant,257988.37456846164,6255541.932121591
Traditional French restaurant,258265.33746155424,6255123.960579115
Indian / Middle Eastern restaurant,258233.94536515104,6255489.2824843265
Traditional French restaurant,258560.4454316471,6255664.331096812
Traditional French restaurant,258503.8951303243,6255614.897272764
European restuarant,260878.11722996412,6251809.528521564
Traditional French restaurant,260786.2786500591,6250536.263638302
Asian restaurant,261130.5898350817,6250860.441555712
Traditional French restaurant,259861.77027901934,6251642.004996233
European restuarant,261360.24194458988,6250990.556119667
Indian / Middle Eastern restaurant,258265.33746155424,6256401.809678688
Central and South American restuarant,258532.17028098428,6256138.030115202
African restaurant,258746.57162025297,6256597.36401874
Traditional French restaurant,258374.09660405878,6256921.943401724
European restuarant,259009.06297954472,6255755.919869281
Asian restaurant,259045.5757725248,6255573.420485568
European restuarant,255486.6916518637,6250246.612028934
European restuarant,255598.1224621465,6250137.826045194
Asian restaurant,254926.4206547008,6250053.065306254
Indian / Middle Eastern restaurant,254954.47316638118,6250010.262301325
Traditional French restaurant,254673.61409110957,6249977.44117134
Traditional French restaurant,254801.2975470501,6249764.445279402
Traditional French restaurant,255128.13157201704,6249475.835086906
Maghrebian restaurant,255274.8506608849,6249428.974922652
Asian restaurant,255450.1788588836,6249386.85174716
Asian restaurant,255502.0537415916,6249154.078458155
European restuarant,255357.56104254274,6249189.264707738
European restuarant,255834.89901906528,6248993.0355658
Asian restaurant,255900.4661991412,6249007.414270998
African restaurant,265041.9114635943,6255700.8987688385
Other world restaurant,264835.41380817204,6255775.727552985
Indian / Middle Eastern restaurant,264081.4468970306,6255114.142135621
European restuarant,262984.50463475287,6256044.91349024
African restaurant,263146.47449385736,6256402.317606185
Asian restaurant,262990.8498457277,6256750.932368586
Maghrebian restaurant,262975.7103949794,6257104.1332142735
Traditional French restaurant,254310.04463417723,6254098.8411211725
European restuarant,254644.22574554005,6254154.190339413
Traditional French restaurant,254377.61556508968,6254196.845029692
European restuarant,254838.70089595445,6254266.58252587
Traditional French restaurant,254360.0270855456,6254433.819444455
Traditional French restaurant,254319.28415191278,6254319.3938275
Traditional French restaurant,254290.00712583453,6254223.588953042
European restuarant,254426.8187800194,6254602.244578593
Traditional French restaurant,254830.12929516344,6255461.688110684
African restaurant,261396.30945960505,6251155.697898668
European restuarant,261084.2809269127,6251173.125958681
Indian / Middle Eastern restaurant,261058.23216606604,6251151.97540506
European restuarant,261094.4110005753,6251221.349418459
European restuarant,261112.77871655516,6251259.759177607
Asian restaurant,260893.81327816573,6251257.390288741
Traditional French restaurant,260931.66190503497,6251362.63727612
Traditional French restaurant,260397.10571024506,6252158.292673531
Traditional French restaurant,259199.08535032676,6255575.790582219
Indian / Middle Eastern restaurant,262782.12580049207,6256049.146041882
Asian restaurant,262926.6184995409,6256396.053169165
Asian restaurant,262862.94375080743,6256458.697748033
Asian restaurant,262790.47476230055,6256406.550336533
Indian / Middle Eastern restaurant,263295.41997253854,6255371.28754114
Asian restaurant,262975.7103949794,6257104.1332142735
Maghrebian restaurant,263509.93263129843,6255325.579755429
European restuarant,256245.11134263748,6248865.319902609
European restuarant,256602.22426910375,6248882.23577386
European restuarant,256668.45936612424,6248853.478812835
European restuarant,256586.7508598818,6248802.22400084
European restuarant,256686.04784567113,6248982.885906238
European restuarant,256164.40471181332,6247654.231306854
Traditional French restaurant,257185.98367882342,6247137.0342156505
European restuarant,263748.9355780306,6255663.653919191
European restuarant,261108.10329794316,6256306.658464817
Maghrebian restaurant,262154.50651139923,6255286.643688173
Traditional French restaurant,256631.05601721708,6256049.823250339
Traditional French restaurant,255907.70196604304,6255351.81938002
European restuarant,257125.9824732837,6255306.958135703
Indian / Middle Eastern restaurant,257429.4394051879,6254682.649718646
Asian restaurant,257610.77885569056,6254892.553051383
European restuarant,257692.71000091263,6254831.612838023
European restuarant,257977.2426193808,6254812.484472617
Central and South American restuarant,263281.3937166998,6250169.29431988
Traditional French restaurant,263548.78313358314,6250041.560920035
Asian restaurant,263083.8016205422,6250283.49468584
Traditional French restaurant,262357.10798464244,6249751.080346425
Traditional French restaurant,263534.6455582531,6250390.083083323
Traditional French restaurant,263676.1326310528,6250089.608754355
Asian restaurant,265723.4093862317,6255383.30703688
Indian / Middle Eastern restaurant,265526.93048498075,6254170.94751354
Traditional French restaurant,265520.91923247685,6254342.4142415635
Asian restaurant,265546.745354341,6254414.8612471875
Asian restaurant,265507.22693511174,6255081.978348755
Asian restaurant,257045.72112042163,6247570.848476805
Traditional French restaurant,258252.09044214844,6248592.979025378
Traditional French restaurant,256034.04958809447,6249494.443888304
