age,amount,fraud,M,es_barsandrestaurants,es_contents,es_fashion,es_food,es_health,es_home,es_hotelservices,es_hyper,es_leisure,es_otherservices,es_sportsandtoys,es_tech,es_transportation,es_travel
3,31.47,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0
2,46.01,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0
3,17.6,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0
4,15.33,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0
3,36.65,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0
3,41.27,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0
3,38.46,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
3,51.19,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0
2,28.12,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0
3,10,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
2,1.0998,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0
2,34.64,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0
2,7.03,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0
6,31.89,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0
4,1.0998,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
3,34.43,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
4,1.88,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
3,48.75,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
2,66.24,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0
2,35.59,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
3,8.61,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0
4,50.07,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0
5,48,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
2,4.29,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0
3,53.73,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
4,29.89,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
2,7.47,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0
4,2.38,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0
6,55.95,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
4,33.99,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
3,26.58,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0
4,50.82,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0
2,16.13,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
2,53.12,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0
4,5.75,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0
5,35.81,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
3,22.94,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
2,29.63,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
5,31.98,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0
1,11.28,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0
3,35.64,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0
2,28.15,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
2,31.01,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0
2,90.45,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
3,36.63,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
3,14.85,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
4,6.24,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0
4,70.56,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0
2,8.37,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0
3,18.18,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
5,45.47,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0
3,53.12,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
4,25.3,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0
2,11.9,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
2,48.04,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
3,4.96,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
2,23.08,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0
2,9.79,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
2,37.1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
3,20.44,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
2,15.6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
3,1.0998,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
2,35.72,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0
4,14.51,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0
5,2.68,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0
6,35.63,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
2,33.7,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0
4,30.17,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0
5,31.04,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0
4,53.29,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0
2,20.34,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
4,31.32,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0
4,28.57,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
4,18.69,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0
4,2.34,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
2,54.96,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0
5,23.92,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0
4,56.3,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0
5,22.31,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0
5,32.23,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
5,24.94,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
1,5.47,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
3,34.81,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
3,20.3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
2,27.77,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0
3,24.71,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0
3,53.71,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0
4,80.42,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0
5,25.06,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0
1,56.91,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
3,39.08,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0
3,17.93,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
1,30.95,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
1,12.76,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
3,42.73,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
2,76.72,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2,14.02,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0
2,53.8,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0
4,1.99,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0
4,19.18,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
2,28.77,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0
4,3.51,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0
1,1.18,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0
3,12.27,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
2,10.4,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0
3,52.97,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
2,5.3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2,1.0998,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0
2,18.28,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
3,2.89,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
2,43.32,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
4,54.36,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
2,24.53,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0
2,40.56,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
2,29.5,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0
2,48.86,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
4,2.73,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0
4,36.11,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
5,73.16,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
5,13.46,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
2,24.34,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
2,53.37,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0
1,13.97,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0
2,5.16,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
4,6.28,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0
3,55.86,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
5,50.32,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0
1,49.12,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
4,10.8,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0
1,10.04,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0
2,1.15,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
2,31.39,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
1,24.42,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
3,34.41,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
3,57.91,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
2,31.26,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
4,21.87,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
5,15.89,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
4,3.88,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
6,35.26,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
5,33.26,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0
4,44.07,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2,28.68,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0
3,3.86,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
2,235.4,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0
4,14.93,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0
1,22.77,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0
4,2.94,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
3,32.66,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
2,19.16,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
2,33.1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0
4,40.35,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0
2,18,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0
4,11.72,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0
3,93.02,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0
3,24.06,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
4,30.89,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0
5,10.76,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
5,31.36,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0
2,3.76,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0
4,7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
2,36.22,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0
2,52.41,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
2,33.66,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0
3,9.25,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
3,124,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0
2,15.34,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0
4,8.14,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0
1,29.42,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
2,39.98,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
5,60.42,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
1,32.73,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0
2,36.59,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0
3,26.78,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
4,51.75,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
3,41.68,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
3,30.44,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
4,34.45,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0
4,8.45,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
4,27.66,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
2,25.19,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
2,7.23,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
3,29.9,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
2,1.0998,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0
4,25.97,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
2,7.54,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
1,42.62,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0
2,17.4,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0
1,40.05,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0
4,37.07,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
3,31.81,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0
2,50.27,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0
3,43.22,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
1,1.69,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
2,2.69,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0
2,61.06,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0
3,37.54,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0
3,25.45,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0
4,15.97,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
2,1.0998,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
5,56.22,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
1,31.76,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
5,20.32,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0
4,25.34,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
1,7.19,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
1,25.69,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
4,40.28,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0
2,16.16,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
1,18.97,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0
1,12.78,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0
2,50.7,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0
2,66.97,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
3,30.35,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0
3,37.42,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
2,13.7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
3,1.18,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0
2,25.89,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0
2,14.82,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0
4,22.51,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
2,45.07,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0
5,37.8,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0
2,10.56,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0
3,20.01,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
2,37.34,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
3,19.9,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
3,10.91,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
2,43.88,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
3,11.81,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
2,1.0998,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0
1,26.12,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0
2,22.97,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
2,10.39,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0
3,100.83,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
5,36.11,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0
2,20.89,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0
2,65.05,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
3,21.09,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0
2,6.85,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0
2,46.54,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0
6,12.92,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
3,20.73,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0
5,15.1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0
2,20.43,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0
3,49.22,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0
2,149.59,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0
2,14.44,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0
2,43.22,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
1,21.21,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
1,81.95,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0
0,27.66,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0
3,181.24,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0
5,56.6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
3,7.53,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
3,6.54,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0
4,34.32,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
4,16,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0
2,13.78,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0
2,4.16,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0
2,8.64,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
2,52.25,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0
3,12.45,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
3,26.36,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0
2,18.37,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0
4,63.31,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0
3,40.79,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
4,144.1,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0
3,48.42,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
3,22.09,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
5,8.25,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0
4,2.41,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
4,23.62,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0
4,22.17,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0
2,32.63,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0
4,15.75,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
2,43.91,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
2,197.29,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0
6,70.32,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
3,36.11,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
2,36.16,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0
3,21.27,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0
2,48.17,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0
3,38.67,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0
4,25.79,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0
2,27.14,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
4,23.51,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
1,41.62,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
4,1.57,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
4,7.18,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0
3,22.52,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0
2,11.21,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
4,33.59,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
3,22.11,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0
2,21.98,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
2,33.8,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
4,17.5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
4,3.45,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0
6,40.62,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0
3,15.9,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
5,15.38,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0
2,15.39,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
3,37.93,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
3,29.77,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
2,86.8,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0
1,45.45,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
3,1.73,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0
4,24.16,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
6,13.45,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0
6,3.57,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
5,11.35,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
2,27.97,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
4,48.92,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
5,8.92,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
2,66.92,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
6,18.14,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
2,21.83,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0
2,18.54,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
3,10.61,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
4,21.37,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
1,42.68,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
2,1.0998,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0
2,12.27,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
6,41.48,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0
5,5.86,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2,15.16,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
5,79.65,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0
2,51.73,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0
2,39.71,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0
2,14.23,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0
2,39.87,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1,27.93,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0
2,42.38,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
3,25.27,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
3,8.6,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0
2,20.87,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
3,81.48,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0
2,54.12,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0
6,18.21,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0
2,12.22,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0
4,11.65,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0
2,21.37,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0
2,9.7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
2,31.96,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0
5,8.34,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
3,15.34,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0
6,45.85,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0
2,54.11,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
2,15.49,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
1,38.43,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
5,34.14,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0
1,16.3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
4,14.91,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
5,42.71,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0
5,9.81,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
3,22.81,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0
5,11.1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0
2,17.85,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
4,12.33,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0
4,58.39,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
2,18.23,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
2,18.47,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0
5,5.73,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0
4,10.47,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0
2,15.81,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0
4,25.06,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
3,58.39,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0
