age,gender,category,amount,fraud
3,M,es_transportation,31.91,0
5,F,es_transportation,18.87,0
2,M,es_transportation,47.82,0
5,F,es_transportation,7.29,0
1,F,es_transportation,8.81,0
4,M,es_transportation,26.23,0
5,F,es_hyper,31.77,0
6,F,es_transportation,60.69,0
3,M,es_contents,2.39,0
1,M,es_transportation,33.44,0
2,F,es_health,43.01,0
5,M,es_transportation,43,0
4,F,es_transportation,9.48,0
1,M,es_transportation,35.97,0
2,M,es_transportation,45.97,0
4,M,es_transportation,32.87,0
6,F,es_transportation,39.49,0
0,M,es_transportation,20.45,0
3,F,es_transportation,51.77,0
2,F,es_transportation,7.62,0
3,F,es_transportation,12.91,0
3,M,es_transportation,7.28,0
2,M,es_transportation,31.55,0
6,M,es_transportation,1.0998,0
6,F,es_transportation,26.77,0
3,M,es_transportation,8.44,0
2,F,es_transportation,55.64,0
1,F,es_transportation,24.35,0
5,F,es_transportation,12.45,0
6,F,es_transportation,17.09,0
2,M,es_transportation,8.67,0
4,M,es_transportation,22.46,0
6,M,es_transportation,14.45,0
4,F,es_transportation,29.68,0
1,M,es_transportation,25.69,0
4,F,es_transportation,6.69,0
4,M,es_transportation,16.38,0
3,M,es_transportation,14.88,0
3,M,es_transportation,6.89,0
5,M,es_sportsandtoys,9.21,0
1,M,es_transportation,52.46,0
6,F,es_transportation,41.76,0
2,F,es_transportation,20.2,0
2,F,es_transportation,9.97,0
2,F,es_transportation,17.68,0
2,F,es_transportation,83.29,0
1,M,es_transportation,51.22,0
1,M,es_transportation,45.34,0
6,M,es_transportation,31.4,0
2,F,es_transportation,9.69,0
3,F,es_transportation,23.66,0
4,F,es_transportation,25.99,0
4,M,es_food,65.96,0
4,M,es_transportation,32.53,0
3,F,es_transportation,46.43,0
3,F,es_transportation,19.4,0
2,M,es_transportation,26.3,0
5,M,es_transportation,38.25,0
4,M,es_transportation,70.89,0
3,F,es_transportation,10.02,0
3,F,es_hyper,50.47,0
2,F,es_transportation,5.28,0
5,F,es_transportation,15.93,0
1,M,es_transportation,3.61,0
3,F,es_health,130.96,0
2,F,es_transportation,2.44,0
6,F,es_barsandrestaurants,76.65,0
5,F,es_transportation,38.75,0
2,F,es_transportation,23.01,0
5,M,es_transportation,6.75,0
2,F,es_food,51.64,0
1,F,es_transportation,21.15,0
2,F,es_transportation,4.09,0
2,M,es_transportation,50.29,0
1,F,es_transportation,17.62,0
1,M,es_transportation,14.05,0
5,F,es_transportation,27.9,0
4,M,es_transportation,55.44,0
3,F,es_transportation,4.86,0
2,M,es_transportation,30.42,0
3,F,es_transportation,48.03,0
5,F,es_transportation,11.67,0
4,F,es_transportation,9.98,0
2,M,es_transportation,52.52,0
5,F,es_transportation,35.16,0
3,M,es_fashion,25.36,0
4,F,es_transportation,1.0998,0
2,M,es_transportation,1.0998,0
3,F,es_transportation,4.74,0
2,F,es_wellnessandbeauty,38.42,0
5,F,es_transportation,5.96,0
6,M,es_transportation,40.03,0
3,M,es_transportation,29.33,0
1,M,es_transportation,1.17,0
4,F,es_transportation,66.77,0
1,F,es_transportation,1.67,0
5,M,es_transportation,6.16,0
2,F,es_transportation,14.1,0
3,F,es_transportation,31.37,0
6,F,es_wellnessandbeauty,48.5,0
2,M,es_transportation,14.47,0
4,F,es_food,21.17,0
4,F,es_transportation,19.6,0
2,M,es_transportation,21.87,0
4,F,es_transportation,1.0998,0
4,F,es_wellnessandbeauty,42.23,0
2,M,es_food,10.5,0
2,F,es_transportation,5.06,0
5,F,es_transportation,21.45,0
4,M,es_food,31.5,0
5,F,es_transportation,41.99,0
1,M,es_transportation,32.55,0
4,F,es_transportation,9.12,0
2,M,es_transportation,15.71,0
2,F,es_hyper,31.32,0
5,F,es_transportation,28.64,0
3,F,es_transportation,9.05,0
3,M,es_transportation,33.64,0
4,F,es_transportation,25.47,0
2,M,es_transportation,35.96,0
4,M,es_transportation,3.05,0
2,F,es_transportation,41.48,0
3,F,es_transportation,40.03,0
6,F,es_transportation,43.78,0
2,F,es_transportation,45.47,0
2,M,es_transportation,63.58,0
5,F,es_health,126.89,0
5,F,es_transportation,54.68,0
1,F,es_transportation,7.82,0
4,M,es_barsandrestaurants,6.9,0
2,M,es_transportation,17.4,0
5,M,es_transportation,38.77,0
2,M,es_food,13.19,0
1,M,es_transportation,36.34,0
5,F,es_transportation,49.15,0
2,M,es_transportation,26.76,0
2,F,es_transportation,27.13,0
3,M,es_transportation,24,0
2,F,es_transportation,41.92,0
6,F,es_transportation,27.94,0
3,M,es_transportation,24.9,0
2,F,es_health,153.55,0
2,M,es_transportation,69.29,0
4,M,es_transportation,7.67,0
5,M,es_transportation,13.3,0
1,F,es_transportation,18.66,0
2,F,es_transportation,18.03,0
5,F,es_transportation,15.97,0
5,F,es_transportation,25.75,0
3,F,es_transportation,28.69,0
3,F,es_transportation,34.88,0
3,M,es_transportation,31.47,0
2,M,es_transportation,46.01,0
3,M,es_transportation,17.6,0
4,M,es_transportation,15.33,0
3,M,es_transportation,36.65,0
3,F,es_food,41.27,0
3,F,es_transportation,38.46,0
3,M,es_transportation,51.19,0
2,M,es_transportation,28.12,0
3,F,es_transportation,10,0
2,M,es_transportation,1.0998,0
2,M,es_transportation,34.64,0
2,M,es_transportation,7.03,0
6,M,es_transportation,31.89,0
4,F,es_transportation,1.0998,0
3,F,es_transportation,34.43,0
4,F,es_transportation,1.88,0
3,F,es_transportation,48.75,0
2,M,es_transportation,66.24,0
2,F,es_transportation,35.59,0
3,M,es_barsandrestaurants,8.61,0
4,F,es_food,50.07,0
5,F,es_transportation,48,0
2,F,es_food,4.29,0
3,F,es_transportation,53.73,0
4,F,es_transportation,29.89,0
2,M,es_transportation,7.47,0
4,M,es_transportation,2.38,0
6,F,es_transportation,55.95,0
4,F,es_transportation,33.99,0
3,M,es_transportation,26.58,0
4,M,es_transportation,50.82,0
2,F,es_transportation,16.13,0
2,F,es_food,53.12,0
4,M,es_transportation,5.75,0
5,F,es_transportation,35.81,0
3,F,es_transportation,22.94,0
2,F,es_transportation,29.63,0
5,M,es_transportation,31.98,0
1,M,es_transportation,11.28,0
3,M,es_transportation,35.64,0
2,F,es_transportation,28.15,0
2,M,es_transportation,31.01,0
2,M,es_wellnessandbeauty,90.45,0
3,F,es_transportation,36.63,0
3,F,es_transportation,14.85,0
4,M,es_transportation,6.24,0
4,F,es_hyper,70.56,0
2,M,es_transportation,8.37,0
3,F,es_transportation,18.18,0
5,M,es_transportation,45.47,0
3,F,es_transportation,53.12,0
4,F,es_food,25.3,0
2,F,es_transportation,11.9,0
2,F,es_transportation,48.04,0
3,F,es_transportation,4.96,0
2,M,es_transportation,23.08,0
2,F,es_transportation,9.79,0
2,F,es_transportation,37.1,0
3,F,es_transportation,20.44,0
2,F,es_transportation,15.6,0
3,F,es_transportation,1.0998,0
2,M,es_barsandrestaurants,35.72,0
4,M,es_transportation,14.51,0
5,M,es_transportation,2.68,0
6,F,es_transportation,35.63,0
2,M,es_transportation,33.7,0
4,M,es_transportation,30.17,0
5,M,es_transportation,31.04,0
4,M,es_transportation,53.29,0
2,F,es_transportation,20.34,0
4,M,es_transportation,31.32,0
4,F,es_transportation,28.57,0
4,M,es_transportation,18.69,0
4,F,es_transportation,2.34,0
2,M,es_transportation,54.96,0
5,M,es_food,23.92,0
4,M,es_transportation,56.3,0
5,M,es_transportation,22.31,0
5,F,es_transportation,32.23,0
5,F,es_transportation,24.94,0
1,F,es_transportation,5.47,0
3,F,es_transportation,34.81,0
3,F,es_transportation,20.3,0
2,M,es_transportation,27.77,0
3,M,es_transportation,24.71,0
3,F,es_health,53.71,0
4,M,es_transportation,80.42,0
5,M,es_transportation,25.06,0
1,F,es_transportation,56.91,0
3,M,es_food,39.08,0
3,F,es_transportation,17.93,0
1,F,es_transportation,30.95,0
1,F,es_transportation,12.76,0
3,F,es_transportation,42.73,0
2,F,es_wellnessandbeauty,76.72,0
2,M,es_transportation,14.02,0
2,M,es_transportation,53.8,0
4,F,es_food,1.99,0
4,F,es_transportation,19.18,0
2,M,es_transportation,28.77,0
4,M,es_transportation,3.51,0
1,M,es_transportation,1.18,0
3,F,es_transportation,12.27,0
U,E,es_transportation,31.12,0
2,M,es_transportation,10.4,0
3,F,es_transportation,52.97,0
2,F,es_wellnessandbeauty,5.3,0
2,M,es_transportation,1.0998,0
2,F,es_transportation,18.28,0
3,F,es_transportation,2.89,0
U,E,es_transportation,18.59,0
2,F,es_transportation,43.32,0
4,F,es_transportation,54.36,0
2,M,es_transportation,24.53,0
2,F,es_transportation,40.56,0
2,M,es_transportation,29.5,0
2,F,es_transportation,48.86,0
4,M,es_transportation,2.73,0
4,F,es_transportation,36.11,0
5,F,es_transportation,73.16,0
5,F,es_transportation,13.46,0
2,F,es_transportation,24.34,0
2,M,es_transportation,53.37,0
1,M,es_transportation,13.97,0
2,F,es_transportation,5.16,0
4,M,es_transportation,6.28,0
3,F,es_transportation,55.86,0
5,M,es_transportation,50.32,0
1,F,es_transportation,49.12,0
4,M,es_transportation,10.8,0
1,M,es_health,10.04,0
2,F,es_transportation,1.15,0
2,F,es_transportation,31.39,0
1,F,es_transportation,24.42,0
3,F,es_transportation,34.41,0
3,F,es_transportation,57.91,0
2,F,es_transportation,31.26,0
4,F,es_transportation,21.87,0
5,F,es_transportation,15.89,0
4,F,es_transportation,3.88,0
6,F,es_transportation,35.26,0
5,M,es_transportation,33.26,0
4,M,es_wellnessandbeauty,44.07,0
2,M,es_transportation,28.68,0
3,F,es_transportation,3.86,0
2,F,es_health,235.4,0
4,M,es_food,14.93,0
1,M,es_transportation,22.77,0
4,F,es_fashion,2.94,0
3,F,es_transportation,32.66,0
2,F,es_barsandrestaurants,19.16,0
2,M,es_transportation,33.1,0
4,M,es_transportation,40.35,0
2,F,es_food,18,0
4,M,es_transportation,11.72,0
3,F,es_health,93.02,0
3,F,es_transportation,24.06,0
4,M,es_transportation,30.89,0
5,F,es_barsandrestaurants,10.76,0
5,M,es_transportation,31.36,0
2,M,es_transportation,3.76,0
4,F,es_transportation,7,0
2,M,es_transportation,36.22,0
2,F,es_transportation,52.41,0
2,M,es_transportation,33.66,0
3,F,es_transportation,9.25,0
3,F,es_health,124,0
2,M,es_transportation,15.34,0
4,M,es_transportation,8.14,0
1,F,es_transportation,29.42,0
2,F,es_barsandrestaurants,39.98,0
5,F,es_transportation,60.42,0
1,M,es_transportation,32.73,0
2,M,es_transportation,36.59,0
3,F,es_transportation,26.78,0
4,F,es_transportation,51.75,0
3,F,es_transportation,41.68,0
3,F,es_transportation,30.44,0
4,M,es_transportation,34.45,0
4,F,es_transportation,8.45,0
4,F,es_transportation,27.66,0
2,F,es_transportation,25.19,0
2,F,es_transportation,7.23,0
3,F,es_transportation,29.9,0
2,M,es_transportation,1.0998,0
4,F,es_transportation,25.97,0
2,F,es_transportation,7.54,0
1,M,es_transportation,42.62,0
2,M,es_transportation,17.4,0
1,M,es_transportation,40.05,0
4,F,es_transportation,37.07,0
3,M,es_transportation,31.81,0
2,M,es_transportation,50.27,0
3,F,es_transportation,43.22,0
1,F,es_transportation,1.69,0
2,M,es_transportation,2.69,0
2,F,es_food,61.06,0
3,M,es_transportation,37.54,0
3,M,es_transportation,25.45,0
4,F,es_transportation,15.97,0
2,F,es_transportation,1.0998,0
5,F,es_transportation,56.22,0
1,F,es_transportation,31.76,0
5,M,es_transportation,20.32,0
4,F,es_transportation,25.34,0
1,F,es_transportation,7.19,0
1,F,es_transportation,25.69,0
4,M,es_transportation,40.28,0
2,F,es_transportation,16.16,0
1,F,es_food,18.97,0
1,F,es_food,12.78,0
2,M,es_transportation,50.7,0
2,F,es_transportation,66.97,0
3,M,es_transportation,30.35,0
3,F,es_transportation,37.42,0
2,F,es_transportation,13.7,0
3,M,es_transportation,1.18,0
2,M,es_transportation,25.89,0
2,M,es_transportation,14.82,0
4,F,es_transportation,22.51,0
2,F,es_food,45.07,0
5,M,es_transportation,37.8,0
2,M,es_transportation,10.56,0
3,F,es_transportation,20.01,0
2,F,es_transportation,37.34,0
3,F,es_transportation,19.9,0
3,F,es_transportation,10.91,0
2,F,es_transportation,43.88,0
3,F,es_transportation,11.81,0
2,M,es_transportation,1.0998,0
1,M,es_transportation,26.12,0
2,F,es_transportation,22.97,0
2,M,es_transportation,10.39,0
3,F,es_wellnessandbeauty,100.83,0
5,M,es_transportation,36.11,0
2,M,es_transportation,20.89,0
2,F,es_transportation,65.05,0
3,M,es_transportation,21.09,0
2,M,es_transportation,6.85,0
2,M,es_transportation,46.54,0
6,F,es_transportation,12.92,0
3,M,es_transportation,20.73,0
5,M,es_transportation,15.1,0
2,M,es_transportation,20.43,0
3,M,es_transportation,49.22,0
2,M,es_health,149.59,0
2,F,es_food,14.44,0
2,F,es_transportation,43.22,0
1,F,es_transportation,21.21,0
1,F,es_sportsandtoys,81.95,0
0,M,es_barsandrestaurants,27.66,0
3,M,es_fashion,181.24,0
5,F,es_transportation,56.6,0
3,F,es_transportation,7.53,0
3,M,es_transportation,6.54,0
4,F,es_transportation,34.32,0
4,F,es_food,16,0
2,M,es_transportation,13.78,0
2,M,es_transportation,4.16,0
2,F,es_transportation,8.64,0
2,M,es_transportation,52.25,0
3,F,es_transportation,12.45,0
3,M,es_transportation,26.36,0
2,M,es_transportation,18.37,0
4,M,es_transportation,63.31,0
3,F,es_transportation,40.79,0
4,M,es_hotelservices,144.1,0
3,F,es_transportation,48.42,0
3,F,es_transportation,22.09,0
5,M,es_transportation,8.25,0
4,F,es_transportation,2.41,0
4,M,es_transportation,23.62,0
4,M,es_transportation,22.17,0
2,M,es_transportation,32.63,0
4,F,es_transportation,15.75,0
2,F,es_transportation,43.91,0
2,F,es_health,197.29,0
6,F,es_transportation,70.32,0
3,F,es_transportation,36.11,0
2,M,es_transportation,36.16,0
3,M,es_transportation,21.27,0
2,M,es_transportation,48.17,0
3,M,es_transportation,38.67,0
4,M,es_transportation,25.79,0
2,F,es_transportation,27.14,0
4,F,es_transportation,23.51,0
1,F,es_transportation,41.62,0
4,F,es_transportation,1.57,0
4,M,es_transportation,7.18,0
3,M,es_transportation,22.52,0
2,F,es_transportation,11.21,0
4,F,es_transportation,33.59,0
3,M,es_transportation,22.11,0
2,F,es_transportation,21.98,0
2,M,es_wellnessandbeauty,33.8,0
4,F,es_transportation,17.5,0
4,M,es_transportation,3.45,0
6,M,es_transportation,40.62,0
3,F,es_transportation,15.9,0
5,M,es_transportation,15.38,0
2,F,es_transportation,15.39,0
3,F,es_transportation,37.93,0
3,F,es_transportation,29.77,0
2,M,es_transportation,86.8,0
1,F,es_transportation,45.45,0
3,M,es_transportation,1.73,0
4,F,es_transportation,24.16,0
6,M,es_transportation,13.45,0
6,F,es_transportation,3.57,0
5,F,es_transportation,11.35,0
2,F,es_transportation,27.97,0
4,F,es_transportation,48.92,0
5,F,es_transportation,8.92,0
2,F,es_transportation,66.92,0
6,F,es_transportation,18.14,0
2,M,es_transportation,21.83,0
2,F,es_transportation,18.54,0
3,F,es_transportation,10.61,0
4,F,es_transportation,21.37,0
1,F,es_transportation,42.68,0
2,M,es_transportation,1.0998,0
2,F,es_transportation,12.27,0
6,M,es_transportation,41.48,0
5,F,es_wellnessandbeauty,5.86,0
2,F,es_transportation,15.16,0
5,M,es_food,79.65,0
2,F,es_health,51.73,0
2,M,es_transportation,39.71,0
2,M,es_transportation,14.23,0
2,F,es_wellnessandbeauty,39.87,0
1,M,es_transportation,27.93,0
2,F,es_transportation,42.38,0
3,F,es_transportation,25.27,0
3,M,es_transportation,8.6,0
2,F,es_transportation,20.87,0
3,M,es_food,81.48,0
2,M,es_transportation,54.12,0
6,M,es_transportation,18.21,0
2,M,es_transportation,12.22,0
4,M,es_health,11.65,0
2,M,es_transportation,21.37,0
2,F,es_transportation,9.7,0
2,M,es_transportation,31.96,0
5,F,es_transportation,8.34,0
3,M,es_transportation,15.34,0
6,M,es_hyper,45.85,0
2,F,es_transportation,54.11,0
2,F,es_transportation,15.49,0
1,F,es_transportation,38.43,0
5,M,es_transportation,34.14,0
1,F,es_transportation,16.3,0
4,F,es_wellnessandbeauty,14.91,0
5,M,es_transportation,42.71,0
5,F,es_transportation,9.81,0
3,M,es_transportation,22.81,0
5,M,es_transportation,11.1,0
2,F,es_transportation,17.85,0
4,M,es_transportation,12.33,0
4,F,es_transportation,58.39,0
2,F,es_transportation,18.23,0
2,M,es_transportation,18.47,0
5,M,es_transportation,5.73,0
4,M,es_transportation,10.47,0
2,M,es_transportation,15.81,0
4,F,es_transportation,25.06,0
3,M,es_transportation,58.39,0
1,M,es_transportation,50.83,0
3,F,es_transportation,7.12,0
2,F,es_transportation,9.19,0
2,M,es_transportation,25.86,0
5,M,es_transportation,13.41,0
6,F,es_transportation,9.8,0
3,F,es_transportation,23.56,0
3,M,es_transportation,12.08,0
4,M,es_transportation,29.57,0
3,M,es_transportation,34.16,0
6,F,es_transportation,68.59,0
2,F,es_fashion,130.36,0
4,M,es_transportation,24.93,0
2,M,es_health,117.38,0
5,F,es_transportation,1.85,0
2,F,es_transportation,58.86,0
3,F,es_transportation,33.79,0
4,M,es_transportation,38.68,0
2,F,es_transportation,7.41,0
6,F,es_transportation,13.25,0
4,F,es_transportation,52.99,0
3,M,es_transportation,17.61,0
4,M,es_transportation,26.6,0
3,M,es_health,201.81,0
2,M,es_transportation,11.77,0
3,F,es_food,29.84,0
2,M,es_transportation,20.53,0
3,M,es_barsandrestaurants,61.32,0
4,F,es_transportation,7.53,0
3,M,es_transportation,24.84,0
3,M,es_transportation,1.0998,0
5,F,es_transportation,2.91,0
4,F,es_transportation,4.93,0
4,F,es_transportation,20.84,0
4,M,es_transportation,3.7,0
1,F,es_tech,45.24,0
3,F,es_transportation,7.46,0
3,F,es_transportation,28.73,0
3,F,es_transportation,9.5,0
2,F,es_transportation,30.13,0
4,F,es_wellnessandbeauty,26.78,0
3,M,es_transportation,12.52,0
4,F,es_food,20.28,0
4,F,es_transportation,29.32,0
3,F,es_wellnessandbeauty,95,0
5,F,es_transportation,1.23,0
3,F,es_transportation,17.66,0
4,F,es_transportation,22.79,0
4,M,es_transportation,39.33,0
3,F,es_transportation,42.58,0
2,F,es_transportation,44.84,0
3,M,es_transportation,36.11,0
3,M,es_health,7.99,0
4,M,es_hyper,17.31,0
2,F,es_transportation,44.23,0
4,M,es_transportation,41.64,0
5,F,es_transportation,67.56,0
2,M,es_transportation,23.56,0
5,F,es_wellnessandbeauty,34.02,0
4,M,es_transportation,14.85,0
2,M,es_transportation,33.02,0
3,M,es_barsandrestaurants,74.6,0
1,F,es_transportation,21.09,0
2,F,es_transportation,39.07,0
3,M,es_transportation,14.82,0
4,F,es_transportation,13.93,0
2,M,es_transportation,10.24,0
5,M,es_transportation,28.82,0
5,M,es_transportation,43.11,0
2,M,es_wellnessandbeauty,98.24,0
2,F,es_transportation,5.79,0
2,F,es_transportation,11.25,0
1,M,es_transportation,15.41,0
1,F,es_transportation,46.63,0
4,M,es_transportation,36.18,0
3,M,es_transportation,46.79,0
4,F,es_transportation,28.86,0
2,M,es_transportation,21.92,0
1,F,es_transportation,7.91,0
2,M,es_transportation,17.34,0
0,F,es_health,192.05,0
2,F,es_transportation,54.08,0
3,M,es_transportation,15.79,0
5,M,es_transportation,1.22,0
2,F,es_transportation,13.57,0
2,F,es_transportation,29.69,0
2,F,es_transportation,42.52,0
2,F,es_transportation,18.04,0
2,F,es_transportation,59.53,0
5,M,es_transportation,26.89,0
3,F,es_fashion,39.59,0
2,F,es_transportation,45.43,0
4,F,es_transportation,32.23,0
5,M,es_transportation,31.27,0
4,M,es_food,45.27,0
3,F,es_transportation,1.0998,0
2,M,es_transportation,1.0998,0
3,M,es_transportation,40.01,0
3,F,es_transportation,28.35,0
2,M,es_transportation,50.19,0
3,F,es_fashion,23.94,0
4,M,es_transportation,18.55,0
1,M,es_transportation,4.19,0
1,F,es_transportation,1.15,0
3,F,es_transportation,14.17,0
3,M,es_transportation,12.67,0
2,M,es_transportation,29.51,0
4,F,es_transportation,26.99,0
2,M,es_transportation,40.43,0
2,F,es_transportation,5.04,0
4,F,es_transportation,24.95,0
5,F,es_transportation,23.14,0
2,F,es_transportation,59.24,0
2,M,es_transportation,26.81,0
2,F,es_transportation,19.48,0
5,M,es_contents,91.87,0
5,F,es_transportation,39.11,0
2,M,es_transportation,16.45,0
2,F,es_transportation,41.57,0
4,M,es_transportation,13.57,0
4,M,es_transportation,23.11,0
2,F,es_food,73.85,0
2,F,es_fashion,16.8,0
5,M,es_wellnessandbeauty,99.32,0
2,F,es_transportation,23.09,0
4,M,es_transportation,49.7,0
2,F,es_health,236.1474,0
3,M,es_transportation,17.24,0
1,M,es_transportation,52.29,0
3,M,es_transportation,1.37,0
2,M,es_transportation,29.46,0
3,F,es_transportation,19.42,0
3,F,es_transportation,10.34,0
3,M,es_transportation,1.67,0
6,M,es_transportation,7.05,0
2,F,es_food,36.67,0
5,F,es_food,12.05,0
4,M,es_transportation,32.35,0
4,F,es_transportation,25.53,0
4,M,es_transportation,11.15,0
3,M,es_transportation,26.05,0
5,F,es_transportation,20.92,0
2,M,es_transportation,6.92,0
3,F,es_transportation,17.98,0
4,F,es_health,125.5,0
5,M,es_transportation,55.91,0
2,M,es_transportation,10.9,0
3,M,es_health,144.96,0
3,M,es_wellnessandbeauty,78.13,0
1,M,es_transportation,15.11,0
2,M,es_transportation,13.68,0
3,F,es_travel,236.1474,0
3,F,es_transportation,21.77,0
2,F,es_transportation,2.06,0
4,F,es_transportation,14.47,0
1,F,es_transportation,14.57,0
4,M,es_transportation,49.27,0
2,F,es_transportation,43.54,0
2,F,es_transportation,23.9,0
1,F,es_transportation,39.65,0
3,F,es_transportation,50.51,0
6,M,es_transportation,13.43,0
6,F,es_transportation,22.34,0
2,M,es_transportation,38.05,0
4,F,es_transportation,17.32,0
2,F,es_transportation,26.62,0
2,F,es_transportation,28.75,0
3,M,es_transportation,16.97,0
3,F,es_transportation,39.75,0
2,F,es_transportation,52.97,0
3,F,es_transportation,46.13,0
4,F,es_transportation,2.48,0
2,M,es_transportation,2.51,0
3,F,es_transportation,16.57,0
4,M,es_transportation,17.27,0
5,F,es_transportation,18.45,0
2,F,es_transportation,29.03,0
2,M,es_wellnessandbeauty,23.46,0
5,F,es_transportation,53.89,0
3,M,es_transportation,42.21,0
5,F,es_transportation,26.22,0
3,F,es_transportation,17.88,0
2,M,es_transportation,26.94,0
2,F,es_transportation,20.56,0
4,F,es_transportation,28.88,0
3,M,es_transportation,9.22,0
6,F,es_transportation,11.69,0
3,F,es_transportation,43.27,0
2,M,es_transportation,29.46,0
1,F,es_barsandrestaurants,88.1,0
2,F,es_wellnessandbeauty,114.57,0
6,M,es_transportation,33.16,0
2,F,es_transportation,1.0998,0
2,M,es_transportation,30.02,0
4,F,es_transportation,16.64,0
2,F,es_transportation,14.6,0
6,F,es_transportation,26.8,0
1,M,es_transportation,27.36,0
1,F,es_transportation,26.65,0
2,M,es_transportation,27.72,0
3,M,es_health,103.27,0
5,F,es_transportation,13.17,0
1,M,es_barsandrestaurants,69.6,0
2,F,es_transportation,4.72,0
2,M,es_transportation,23.56,0
3,M,es_transportation,42.83,0
3,F,es_transportation,12.91,0
4,F,es_transportation,43.46,0
2,F,es_transportation,2.11,0
2,F,es_transportation,20.85,0
1,F,es_transportation,43.9,0
3,F,es_transportation,10.58,0
5,M,es_transportation,11.36,0
5,F,es_transportation,2.59,0
2,M,es_transportation,43.06,0
1,F,es_wellnessandbeauty,142.42,0
2,M,es_transportation,26.88,0
3,F,es_transportation,33.66,0
6,F,es_food,44.33,0
4,M,es_transportation,42.81,0
2,F,es_transportation,37.11,0
2,F,es_transportation,31.72,0
3,M,es_transportation,26.03,0
4,M,es_transportation,3.68,0
4,M,es_transportation,28.5,0
3,M,es_wellnessandbeauty,33.94,0
1,M,es_health,110.55,0
2,M,es_transportation,4.95,0
2,M,es_transportation,24.74,0
2,M,es_transportation,30.81,0
1,F,es_transportation,13.77,0
2,M,es_transportation,40.64,0
2,F,es_transportation,23.06,0
6,F,es_transportation,1.66,0
5,F,es_transportation,13.27,0
4,M,es_transportation,1.0998,0
3,M,es_transportation,56.37,0
2,F,es_transportation,18.6,0
2,F,es_transportation,15.05,0
1,M,es_transportation,1.5,0
6,M,es_transportation,19.1,0
3,F,es_transportation,44.45,0
2,F,es_transportation,21.92,0
U,E,es_transportation,19.96,0
2,F,es_transportation,39.43,0
2,M,es_fashion,46.63,0
3,F,es_transportation,22.94,0
4,M,es_transportation,39.66,0
1,M,es_food,63.48,0
2,M,es_transportation,39.7,0
3,F,es_transportation,91.18,0
3,M,es_transportation,13.93,0
1,F,es_food,24.29,0
2,F,es_transportation,40.82,0
2,F,es_health,236.1474,0
6,M,es_transportation,29.79,0
5,F,es_transportation,17.8,0
4,F,es_barsandrestaurants,59.59,0
2,F,es_transportation,7.73,0
3,F,es_transportation,4.54,0
3,F,es_transportation,14.72,0
5,M,es_transportation,33.35,0
2,M,es_transportation,30.14,0
1,M,es_transportation,41.74,0
3,F,es_transportation,55.45,0
3,M,es_transportation,35.35,0
4,F,es_transportation,47.79,0
5,M,es_transportation,41.25,0
1,F,es_transportation,16.19,0
4,F,es_transportation,5.96,0
2,F,es_transportation,41.8,0
5,M,es_transportation,40.02,0
6,M,es_transportation,4.94,0
2,M,es_transportation,24.44,0
2,F,es_transportation,23.44,0
2,M,es_transportation,12.68,0
3,F,es_transportation,3.45,0
4,F,es_transportation,11.37,0
2,M,es_transportation,9.32,0
1,F,es_transportation,26.86,0
4,F,es_transportation,1.0998,0
3,M,es_transportation,43.98,0
2,F,es_transportation,15.98,0
2,F,es_wellnessandbeauty,136.99,0
5,F,es_transportation,23.63,0
2,F,es_transportation,9.86,0
2,M,es_transportation,6.19,0
1,F,es_transportation,54.25,0
2,M,es_transportation,27.34,0
4,F,es_transportation,38.2,0
5,M,es_transportation,25.69,0
2,F,es_transportation,1.21,0
1,F,es_transportation,7.49,0
1,F,es_transportation,9.86,0
4,F,es_transportation,45.39,0
2,F,es_transportation,13.61,0
1,M,es_transportation,7.6,0
2,M,es_transportation,12.92,0
4,F,es_transportation,81.19,0
4,M,es_transportation,13.9,0
5,M,es_transportation,24.46,0
4,F,es_transportation,16,0
6,F,es_transportation,34.4,0
2,F,es_transportation,51.95,0
6,F,es_transportation,48.89,0
2,M,es_transportation,67.38,0
1,M,es_transportation,34.66,0
2,F,es_transportation,46.29,0
4,F,es_transportation,12.48,0
3,F,es_fashion,68.75,0
1,M,es_transportation,3.2,0
2,M,es_tech,90.91,0
3,M,es_transportation,31.1,0
1,F,es_transportation,31.86,0
3,F,es_transportation,9.97,0
3,M,es_transportation,9.74,0
2,M,es_transportation,22.81,0
2,M,es_transportation,28.37,0
2,F,es_transportation,18.09,0
3,F,es_transportation,9.43,0
2,F,es_transportation,7.47,0
2,F,es_transportation,27.73,0
5,M,es_transportation,55.89,0
2,M,es_transportation,22.02,0
1,M,es_transportation,36.13,0
2,F,es_transportation,7.46,0
4,M,es_transportation,26.85,0
3,F,es_transportation,14.58,0
2,M,es_transportation,31.98,0
2,F,es_transportation,13.02,0
2,F,es_transportation,56.85,0
2,M,es_food,26.94,0
4,F,es_transportation,40.11,0
3,F,es_transportation,14.33,0
2,M,es_transportation,13.79,0
3,F,es_transportation,29.76,0
3,M,es_transportation,7.79,0
1,F,es_transportation,59.73,0
5,M,es_barsandrestaurants,66.84,0
4,F,es_transportation,60.02,0
2,M,es_transportation,3.13,0
3,M,es_transportation,43.03,0
1,M,es_transportation,37.49,0
3,M,es_transportation,11.89,0
2,M,es_sportsandtoys,236.1474,0
5,M,es_transportation,35.51,0
5,F,es_transportation,56.7,0
2,F,es_transportation,29.12,0
5,M,es_transportation,28.09,0
